"useid","roomid","devicename","deviceid","dataid","data1","technology","starttime","endtime","roomid-2","locationid","name","type","floor","capacity","priority","processoraddress","maintenance_mode","status","createdat","lastmodifiedat","duration"
"53992","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-13 18:10:28.73+00","2019-08-13 18:30:30.515+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:01.785"
"55544","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-14 20:02:59.154+00","2019-08-14 20:33:03.704+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:04.55"
"57527","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-16 15:02:11.898+00","2019-08-16 16:07:19.298+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","01:05:07.4"
"57459","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-16 14:27:08.993+00","2019-08-16 14:47:10.414+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:01.421"
"58006","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-16 18:27:32.028+00","2019-08-16 19:07:36.95+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:40:04.922"
"77091","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-06 16:54:24.95+00","2019-09-06 17:44:30.988+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:50:06.038"
"79975","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-10 16:33:47.553+00","2019-09-10 16:58:48.986+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:01.433"
"83046","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-12 19:08:43.94+00","2019-09-12 19:43:48.125+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:35:04.185"
"83408","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-13 13:05:29.714+00","2019-09-13 13:40:32.798+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:35:03.084"
"58171","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-16 20:12:42.573+00","2019-08-16 20:17:43.302+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:05:00.729"
"58158","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-16 19:57:40.972+00","2019-08-16 20:17:43.302+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:02.33"
"58149","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-16 19:37:39.428+00","2019-08-16 20:17:43.302+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:40:03.874"
"58400","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 13:34:05.18+00","2019-08-19 18:04:32.913+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","04:30:27.733"
"58488","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 14:04:08.202+00","2019-08-19 16:34:23.572+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","02:30:15.37"
"58583","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 14:34:12.492+00","2019-08-19 16:34:23.572+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","02:00:11.08"
"85215","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-16 19:08:07.83+00","2019-09-16 20:08:13.886+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","01:00:06.056"
"82359","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-12 14:33:17.973+00","2019-09-12 15:03:20.572+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:02.599"
"77516","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-06 19:14:39.159+00","2019-09-06 20:24:46.161+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","01:10:07.002"
"58842","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 16:04:20.432+00","2019-08-19 16:34:23.572+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:03.14"
"59078","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 17:34:28.441+00","2019-08-19 18:04:32.913+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:04.472"
"59228","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 18:09:32.365+00","2019-08-19 18:24:33.893+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:15:01.528"
"59273","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 18:19:33.695+00","2019-08-19 18:24:33.893+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:05:00.198"
"59251","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 18:14:33.538+00","2019-08-19 18:24:33.893+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:10:00.355"
"59296","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-19 18:29:34.2+00","2019-08-19 18:59:38.487+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:04.287"
"79475","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-10 13:38:30.136+00","2019-09-10 13:58:32.733+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:02.597"
"79013","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-09 19:36:45.066+00","2019-09-09 20:31:49.139+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:55:04.073"
"81919","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-11 20:06:29.344+00","2019-09-11 20:26:30.973+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:01.629"
"59814","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 12:46:21.092+00","2019-08-20 13:16:24.462+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:03.37"
"59829","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 12:56:22.55+00","2019-08-20 13:16:24.462+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:01.912"
"59960","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 14:01:29.969+00","2019-08-20 14:26:31.375+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:01.406"
"60150","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 14:51:33.386+00","2019-08-20 15:16:36.016+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:02.63"
"83932","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-13 17:35:55.814+00","2019-09-13 19:06:05.698+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","01:30:09.884"
"60387","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 16:06:41.2+00","2019-08-20 16:56:45.793+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:50:04.593"
"60400","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 16:11:41.199+00","2019-08-20 16:56:45.793+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:45:04.594"
"60409","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 16:16:40.92+00","2019-08-20 16:56:45.793+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:40:04.873"
"60519","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 17:06:47.527+00","2019-08-20 17:56:51.949+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:50:04.422"
"83434","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-13 13:15:31.571+00","2019-09-13 13:40:32.798+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:01.227"
"82638","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-12 16:08:26.284+00","2019-09-12 16:23:28.298+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:15:02.014"
"61056","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 20:02:04.372+00","2019-08-20 20:32:06.924+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:02.552"
"76159","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-05 19:07:18.89+00","2019-09-05 21:12:30.287+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","02:05:11.397"
"61067","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-20 20:07:05.38+00","2019-08-20 20:32:06.924+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:01.544"
"61528","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-21 14:01:37.352+00","2019-08-21 14:31:39.284+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:01.932"
"80537","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-10 19:34:05.29+00","2019-09-10 19:44:05.792+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:10:00.502"
"76423","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-05 21:17:30.118+00","2019-09-05 21:22:30.913+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:05:00.795"
"80996","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-11 14:00:53.9+00","2019-09-11 14:35:57.307+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:35:03.407"
"81722","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-11 18:36:20.195+00","2019-09-11 19:11:23.29+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:35:03.095"
"62032","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-21 17:07:04.976+00","2019-08-21 17:31:56.784+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:24:51.808"
"62860","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-22 12:33:47.884+00","2019-08-22 12:53:50.058+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:02.174"
"62205","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-21 17:51:58.717+00","2019-08-21 18:02:00.226+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:10:01.509"
"62166","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-21 17:36:58.006+00","2019-08-21 17:41:57.035+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:04:59.029"
"62308","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-21 18:12:00.831+00","2019-08-21 19:32:08.821+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","01:20:07.99"
"62853","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-22 12:28:47.924+00","2019-08-22 12:53:50.058+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:02.134"
"81476","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-11 17:11:11.466+00","2019-09-11 17:31:13.503+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:20:02.037"
"85271","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-16 19:43:11.059+00","2019-09-16 20:08:13.886+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:02.827"
"79513","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-10 14:03:33.526+00","2019-09-10 14:58:38.263+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:55:04.737"
"75019","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-05 12:56:41.219+00","2019-09-05 13:46:46.161+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:50:04.942"
"63076","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-22 14:03:58.341+00","2019-08-22 14:28:59.075+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:25:00.734"
"82180","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-12 13:08:08.742+00","2019-09-12 13:53:12.823+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:45:04.081"
"78279","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-09-09 15:41:20.343+00","2019-09-09 15:56:22.068+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:15:01.725"
"63196","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-22 14:23:58.52+00","2019-08-22 14:28:59.075+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:05:00.555"
"63229","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-22 14:34:01.31+00","2019-08-22 15:04:03.768+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:30:02.458"
"63419","juvysfrf_1105","Receiver","DM-RMC-4K-SCALER-C_01","Sync_State","Connected","Presentation","2019-08-22 15:24:05.791+00","2019-08-22 15:29:05.8+00","juvysfrf_1105","Aviva_juvysfrf","Meeting Room","P3W","11th_floor","3-6",2,"00107FA554D2",NULL,"online","2019-04-12 22:05:43.494+00","2019-04-12 22:05:43.494+00","00:05:00.009"
